x0,x1,y,x2,x3,x4,x5,x6,x7
A0,A1,100,1.0,19,0.62,1,0,320.2857142857143
A2,A1,35,2.0,0,,1,0,
A1,A0,99,2.0,1,1.0,1,144,429.57142857142856
A0,A0,185,30.0,0,,65,342,
A0,A1,60,5.0,28,1.07,5,267,423.2857142857143
A0,A0,650,5.0,7,0.09,2,90,169.57142857142858
A0,A1,50,1.0,0,,1,0,
A1,A0,135,4.0,27,1.95,1,57,429.57142857142856
A0,A0,140,1.0,3,,1,0,418.0
,A0,185,2.0,15,0.44,1,0,384.14285714285717
A0,A0,155,7.0,0,,1,0,
A1,A1,200,1.0,73,7.99,3,65,431.14285714285717
A0,A0,248,6.0,1,0.02,1,0,187.85714285714286
A0,A0,150,3.0,0,,1,0,
A0,A0,199,2.0,1,0.03,1,0,285.57142857142856
A1,A0,185,30.0,3,,4,261,426.7142857142857
A1,A0,130,4.0,2,0.28,1,179,425.85714285714283
A1,A0,170,3.0,1,,1,354,296.7142857142857
A0,A0,155,1.0,2,0.05,1,0,275.14285714285717
A0,A1,100,1.0,1,0.03,2,0,278.85714285714283
A1,A1,48,5.0,2,0.19,1,214,422.57142857142856
A2,A2,51,1.0,17,,4,141,424.57142857142856
A1,A1,55,2.0,2,,2,4,423.57142857142856
A1,A1,65,1.0,1,1.0,1,335,430.7142857142857
A3,A0,87,2.0,26,3.42,1,7,430.85714285714283
A1,A0,950,4.0,19,,1,323,425.0
A1,A1,35,4.0,2,0.06,1,157,281.85714285714283
A0,A0,140,1.0,1,0.03,1,0,263.2857142857143
A1,A0,110,2.0,16,,1,276,429.85714285714283
A1,A1,99,2.0,2,,3,78,413.85714285714283
A4,A0,68,2.0,4,1.97,1,65,430.2857142857143
A1,A1,101,3.0,335,3.02,1,152,426.2857142857143
A0,A0,170,1.0,1,1.0,1,323,431.7142857142857
A1,A0,95,2.0,0,,1,5,
A1,A0,200,2.0,0,,1,71,
A0,A0,99,5.0,15,,1,0,318.0
A1,A0,349,2.0,52,1.99,2,361,427.85714285714283
A1,A1,81,2.0,10,4.17,6,121,431.57142857142856
A3,A0,130,1.0,11,1.45,3,363,429.85714285714283
A1,A0,104,1.0,0,,1,0,
A1,A0,125,2.0,7,0.19,1,0,401.85714285714283
A1,A0,85,3.0,0,,2,0,
A0,A0,130,4.0,2,0.52,2,0,418.42857142857144
A1,A1,50,1.0,2,0.06,26,365,292.14285714285717
A0,A1,85,1.0,7,,1,0,419.0
A0,A0,152,1.0,42,1.06,1,357,426.85714285714283
A0,,65,1.0,11,1.79,3,0,426.0
A0,A1,65,6.0,9,0.42,2,333,429.42857142857144
A1,A0,71,5.0,0,,1,0,
A1,A0,90,3.0,8,0.32,1,0,425.7142857142857
A0,A0,230,2.0,1,0.05,1,0,343.57142857142856
A2,A0,170,18.0,14,0.64,2,141,405.7142857142857
A2,A1,59,4.0,28,0.59,2,364,430.7142857142857
A0,A1,250,2.0,0,,1,0,
A0,A0,250,2.0,14,0.55,2,296,420.2857142857143
A0,A0,155,30.0,1,0.03,96,309,301.0
A0,A1,129,1.0,108,4.49,3,116,430.7142857142857
A1,A1,46,3.0,6,0.72,1,0,415.7142857142857
A1,A0,100,3.0,6,0.14,1,0,301.2857142857143
A4,A2,75,2.0,0,,7,37,
A2,A1,65,1.0,94,6.45,3,41,430.2857142857143
A1,A1,54,1.0,61,4.19,4,319,425.0
A0,A1,69,7.0,7,0.18,1,0,280.85714285714283
A1,A1,60,5.0,10,,2,23,430.85714285714283
A0,A0,195,3.0,20,1.27,1,217,424.7142857142857
,A0,175,1.0,27,3.07,1,276,429.14285714285717
A0,A0,176,7.0,33,,1,0,422.42857142857144
A1,A0,97,3.0,2,0.1,1,0,346.7142857142857
A1,A1,20,1.0,12,1.66,1,14,430.14285714285717
A0,A1,100,2.0,0,,2,0,
A1,A1,65,1.0,1,0.1,1,0,390.2857142857143
A0,A1,107,1.0,22,2.81,30,141,429.42857142857144
A1,A1,100,1.0,0,,2,0,
A1,A0,200,5.0,0,,1,0,
A0,A0,334,11.0,14,0.24,1,238,374.14285714285717
A2,A0,100,1.0,42,7.12,3,121,431.7142857142857
A2,A2,24,1.0,4,1.52,8,346,422.7142857142857
A2,A0,150,5.0,2,0.32,1,0,418.14285714285717
A0,A0,325,2.0,197,2.25,1,207,429.42857142857144
A1,A1,70,3.0,33,0.81,1,365,388.0
A3,A0,125,1.0,76,,1,72,430.14285714285717
A0,A2,35,14.0,0,,28,318,
A1,A1,120,1.0,16,1.05,4,150,425.85714285714283
A1,A1,49,1.0,19,0.7,6,360,427.7142857142857
A1,A1,40,18.0,1,0.05,2,0,352.85714285714283
A1,,50,14.0,54,1.61,2,86,423.0
A1,A0,155,2.0,188,,3,262,429.2857142857143
A0,A0,195,30.0,1,0.56,13,138,424.42857142857144
A2,A0,99,3.0,0,,3,0,
A1,A1,60,5.0,3,0.08,1,0,290.0
A1,A1,99,2.0,67,4.59,2,295,431.0
A0,A0,140,3.0,135,,3,192,429.42857142857144
,A1,45,4.0,7,2.26,1,32,429.85714285714283
A0,A0,160,7.0,3,0.05,1,0,196.71428571428572
A1,A0,90,1.0,81,3.5,1,35,429.85714285714283
A2,A1,75,2.0,1,0.58,1,180,424.85714285714283
A0,A0,200,30.0,0,,65,364,
A1,A1,70,2.0,8,0.17,1,0,274.85714285714283
A2,A1,52,1.0,207,,6,325,431.2857142857143
A0,A1,100,3.0,147,,1,66,431.14285714285717
A1,A1,55,1.0,75,1.04,15,285,428.42857142857144
A0,A0,356,30.0,0,,232,162,
A1,A1,57,2.0,1,1.0,1,3,427.85714285714283
A1,A0,200,5.0,0,,1,0,
A1,A1,190,7.0,0,,1,341,
A1,A1,64,7.0,6,,1,0,428.14285714285717
A1,A1,75,4.0,3,,1,0,249.14285714285714
A2,A1,38,30.0,1,0.08,18,310,378.7142857142857
A0,A1,60,3.0,380,3.83,2,247,430.2857142857143
A1,A1,36,21.0,0,,1,0,
A1,A0,140,5.0,5,,1,0,340.14285714285717
A2,A0,55,20.0,0,,1,28,
A1,A1,120,30.0,8,0.23,8,340,405.14285714285717
A0,A0,200,2.0,39,1.14,1,19,426.0
A1,A0,250,10.0,4,0.05,1,0,248.0
A1,A1,48,30.0,0,,25,340,
A0,A1,90,2.0,3,0.21,1,0,374.57142857142856
A1,A1,90,1.0,0,,1,0,
A3,A2,28,1.0,16,1.7,7,0,429.7142857142857
A0,A1,38,3.0,1,0.03,1,0,305.0
A1,A0,215,3.0,12,2.88,1,6,429.0
A3,A1,65,2.0,64,0.87,1,307,429.42857142857144
A1,A1,55,21.0,0,,1,0,
A0,A0,189,1.0,1,,5,365,415.2857142857143
A3,A1,119,3.0,0,,1,0,
A0,A0,160,30.0,36,0.7,2,0,312.85714285714283
A0,A1,40,4.0,2,0.05,1,0,261.7142857142857
A1,A1,44,30.0,1,,2,9,399.14285714285717
A1,A0,70,2.0,62,1.94,1,40,431.14285714285717
A0,A0,225,30.0,0,,65,310,
A1,A0,115,3.0,185,2.62,1,163,427.2857142857143
A0,A1,60,5.0,0,,2,0,
A1,A0,250,3.0,15,1.99,1,43,429.85714285714283
A1,A0,200,10.0,5,0.24,1,0,405.2857142857143
A1,A0,100,6.0,18,0.69,1,0,379.7142857142857
A3,A1,59,3.0,0,,2,0,
A0,A1,120,2.0,44,1.18,1,96,428.2857142857143
A0,A1,67,1.0,297,,3,271,431.2857142857143
A1,A1,77,2.0,0,,7,147,
A1,A2,30,30.0,4,0.15,4,365,366.14285714285717
A1,A1,100,1.0,23,3.69,1,240,429.85714285714283
A2,A2,150,2.0,0,,1,365,
A2,A1,37,1.0,74,1.73,1,135,430.85714285714283
A1,A1,64,2.0,46,2.67,10,352,429.2857142857143
A2,A1,60,1.0,22,,3,363,425.14285714285717
A2,A1,239,3.0,11,0.52,1,135,430.85714285714283
A1,A0,110,2.0,7,0.82,1,7,429.2857142857143
A2,A1,49,1.0,3,2.14,4,207,428.57142857142856
A2,A0,60,1.0,59,,1,150,427.0
A0,A0,185,3.0,10,0.21,1,275,404.85714285714283
A1,A1,79,1.0,13,0.3,1,0,281.85714285714283
A1,A1,57,2.0,12,4.93,1,51,431.0
A1,A1,65,5.0,39,0.56,1,187,321.85714285714283
A0,A0,50,3.0,118,8.06,1,4,429.85714285714283
A2,A1,65,4.0,1,0.41,1,0,421.57142857142856
A1,A0,95,3.0,8,0.63,1,12,422.0
A1,A1,50,3.0,91,2.83,4,262,431.57142857142856
A1,A0,140,4.0,18,0.39,1,30,431.42857142857144
A2,A0,40,14.0,1,,1,7,412.85714285714283
A0,A0,140,1.0,8,0.2,1,7,414.85714285714283
A1,A0,200,4.0,0,,1,0,
A0,A0,88,2.0,0,,1,0,
A1,A1,49,2.0,9,,34,312,427.2857142857143
A0,A0,70,3.0,39,1.83,1,4,423.0
A1,A0,150,2.0,48,3.27,2,53,429.57142857142856
A0,A0,135,2.0,4,0.41,1,0,413.57142857142856
A1,A0,550,3.0,4,0.22,2,97,388.0
A1,,70,2.0,1,0.1,1,0,389.57142857142856
A0,A1,73,180.0,0,,1,0,
A2,A1,70,14.0,35,1.58,3,215,414.42857142857144
A0,A0,250,1.0,0,,1,0,
A1,A0,198,7.0,43,1.36,1,241,428.2857142857143
A0,A0,120,7.0,100,1.61,1,203,429.14285714285717
A1,A0,150,2.0,4,0.12,1,0,319.7142857142857
A0,A0,188,2.0,4,1.08,327,298,419.57142857142856
A3,A0,119,3.0,75,2.74,1,146,431.0
A0,A1,39,3.0,84,6.46,3,17,429.7142857142857
A1,A1,70,1.0,0,,1,311,
A1,A0,150,1.0,17,0.6,1,102,431.85714285714283
A1,A0,130,2.0,45,1.05,1,58,430.85714285714283
A0,A1,59,25.0,0,,1,1,
A0,A1,40,1.0,14,0.52,1,0,321.7142857142857
A1,A0,95,2.0,27,1.46,1,167,430.0
A1,A0,100,3.0,6,0.25,1,250,407.85714285714283
A1,A1,69,2.0,186,3.89,1,6,427.2857142857143
A0,A1,130,2.0,10,5.0,1,24,430.14285714285717
A0,A1,39,3.0,1,,1,0,354.7142857142857
A1,A1,65,1.0,27,2.52,2,0,408.7142857142857
A0,A0,150,30.0,1,0.04,23,365,321.57142857142856
A0,A1,65,2.0,38,0.83,2,270,422.14285714285717
A1,A1,99,3.0,1,0.12,2,362,395.42857142857144
A0,A0,200,2.0,0,,1,0,
A0,,123,30.0,1,,1,96,426.57142857142856
A1,A1,65,7.0,0,,1,0,
A0,A0,255,30.0,1,0.19,232,330,409.85714285714283
A0,A1,175,2.0,3,0.08,1,0,277.0
A0,A1,35,1.0,4,1.11,1,2,428.57142857142856
A0,A0,250,2.0,3,0.13,1,358,404.85714285714283
A0,A0,250,2.0,0,,1,0,
A0,A0,200,2.0,1,0.18,1,0,407.85714285714283
A0,A1,100,1.0,0,,8,309,
A1,A1,70,1.0,22,0.85,1,331,431.0
,A1,90,3.0,5,0.16,1,0,328.42857142857144
A2,A0,120,1.0,268,6.78,1,139,430.7142857142857
A1,A1,40,53.0,0,,1,90,
A0,A0,180,3.0,0,,1,0,
A0,A1,72,1.0,3,0.08,4,201,430.0
A0,A1,65,2.0,219,3.88,2,35,430.57142857142856
A1,A1,85,14.0,0,,2,176,
A0,A0,289,10.0,169,3.23,1,3,405.2857142857143
A1,A0,178,2.0,12,,1,0,401.85714285714283
A1,A1,65,2.0,4,1.5,1,178,428.0
,A1,45,1.0,37,20.94,1,134,432.0
A1,A0,125,2.0,1,1.0,1,74,427.85714285714283
A1,A1,45,14.0,1,0.73,1,67,426.42857142857144
A0,A0,168,3.0,3,0.44,1,0,403.0
A1,,44,2.0,0,,1,6,
A0,A0,249,5.0,8,0.11,1,0,295.7142857142857
A0,A1,100,3.0,1,0.04,1,0,328.7142857142857
A0,A2,77,1.0,3,2.0,7,365,431.0
A1,A0,100,3.0,13,0.91,1,7,430.14285714285717
A0,A0,300,2.0,12,1.14,2,2,427.0
A0,A1,86,2.0,3,,3,342,389.42857142857144
A0,A1,45,3.0,49,1.26,1,0,429.57142857142856
A2,A1,85,2.0,18,2.62,1,60,431.85714285714283
A2,A0,140,1.0,2,0.05,1,0,248.71428571428572
A0,A0,345,1.0,56,0.83,1,0,272.0
A1,A1,52,2.0,123,,4,332,429.0
A1,A1,55,3.0,66,,3,264,427.57142857142856
A1,A1,340,3.0,0,,1,83,
A1,A1,60,3.0,5,0.43,1,0,400.85714285714283
A0,A1,185,1.0,0,,1,0,
A0,A2,75,1.0,59,3.64,6,362,430.85714285714283
A0,A0,2500,70.0,0,,3,191,
A0,A0,1000,1.0,0,,1,0,
A0,A0,169,30.0,2,,121,364,274.14285714285717
A1,A1,190,2.0,0,,2,64,
A0,A1,75,7.0,0,,2,323,
A1,A0,125,3.0,2,0.27,1,0,400.0
A0,A0,199,30.0,1,0.67,1,176,425.7142857142857
A1,A0,150,2.0,6,1.5,1,2,427.85714285714283
A0,A1,80,6.0,1,,2,312,426.57142857142856
A1,A1,87,30.0,2,2.0,3,310,430.85714285714283
A1,A0,110,1.0,5,0.12,3,0,307.14285714285717
A0,A1,100,1.0,33,1.62,2,124,425.42857142857144
A2,A1,75,3.0,1,0.02,1,0,231.0
A0,A1,90,2.0,1,0.02,3,0,234.0
A1,A1,95,4.0,1,0.02,1,0,239.28571428571428
A2,A1,62,5.0,2,,1,43,428.85714285714283
A2,A1,60,2.0,9,0.74,3,171,426.0
A0,A1,105,5.0,2,,2,342,391.85714285714283
A0,A0,499,4.0,6,4.62,1,299,430.42857142857144
A4,A1,55,1.0,13,0.48,3,362,416.2857142857143
A1,A1,89,90.0,13,0.19,1,101,393.0
A1,,100,13.0,0,,1,0,
A0,A0,250,1.0,19,1.62,3,0,427.0
A1,A1,45,7.0,0,,1,0,
A1,A0,149,2.0,20,2.8,1,263,429.85714285714283
A0,A0,180,1.0,146,3.14,1,270,429.2857142857143
A0,A0,209,29.0,0,,96,250,
A0,A0,200,60.0,74,1.08,1,233,419.85714285714283
A2,A2,27,2.0,13,0.35,2,361,429.57142857142856
A0,A0,86,70.0,5,0.22,1,203,426.7142857142857
A1,A0,100,1.0,2,0.08,1,0,329.85714285714283
A3,A1,59,14.0,13,0.4,4,340,404.85714285714283
A2,A0,89,5.0,4,0.09,1,0,236.57142857142858
A1,A0,250,5.0,0,,1,318,
A0,A2,1000,1.0,0,,1,0,
A1,A1,40,3.0,41,0.7,3,278,422.57142857142856
A0,A0,350,3.0,0,,1,0,
A0,A0,249,3.0,8,0.48,1,175,424.85714285714283
A1,A1,44,2.0,2,,1,0,416.2857142857143
A3,A1,37,30.0,5,0.37,6,329,391.85714285714283
A1,A0,93,13.0,6,0.25,1,37,412.57142857142856
A1,A1,45,4.0,35,,2,89,428.57142857142856
A3,A1,45,2.0,3,0.57,1,0,428.85714285714283
A0,A0,250,3.0,21,2.32,1,80,428.0
A2,A0,180,1.0,0,,1,60,
A3,A1,41,7.0,2,0.58,1,357,423.57142857142856
A1,A1,80,3.0,1,1.0,1,84,429.42857142857144
A1,A1,69,15.0,0,,1,0,
A1,A1,49,1.0,0,,2,0,
A0,A0,820,1.0,1,,6,365,430.0
A2,A1,49,2.0,8,0.51,2,96,424.85714285714283
A0,A0,400,5.0,0,,1,0,
A1,A0,89,365.0,1,0.09,2,0,386.42857142857144
A0,A0,89,24.0,0,,2,36,
A2,A1,49,30.0,0,,103,247,
A0,A1,78,15.0,0,,1,22,
A0,A0,202,29.0,0,,327,355,
A0,A0,275,3.0,2,0.7,1,123,428.2857142857143
A0,A0,360,2.0,13,4.94,1,251,430.14285714285717
A0,A1,120,1.0,0,,3,0,
A1,A1,65,3.0,1,,1,0,338.2857142857143
A0,A2,39,2.0,1,0.5,3,365,423.57142857142856
A0,A0,199,7.0,0,,1,134,
A0,A1,73,30.0,0,,4,364,
A0,A1,65,30.0,0,,1,39,
A0,A0,250,4.0,1,0.05,1,0,341.42857142857144
A0,A0,300,30.0,0,,14,333,
A0,A1,65,18.0,6,0.17,1,0,341.14285714285717
A0,A1,145,2.0,148,,1,134,431.2857142857143
A0,A1,130,1.0,0,,1,0,
A2,A1,100,1.0,2,,1,63,429.85714285714283
A1,A0,185,1.0,0,,1,43,
A1,A0,62,30.0,2,0.25,6,255,402.7142857142857
A2,A1,87,3.0,3,,2,343,420.57142857142856
A0,A0,332,1.0,0,,1,361,
A1,A0,162,5.0,3,0.51,1,5,427.14285714285717
A0,A0,154,29.0,0,,327,343,
A1,A1,60,1.0,1,,7,350,416.0
A0,A0,259,120.0,0,,232,286,
A0,A1,69,60.0,43,0.65,2,90,269.85714285714283
A1,A0,128,3.0,13,0.99,1,2,430.85714285714283
A2,A1,44,1.0,49,,3,52,422.2857142857143
A1,A2,38,2.0,3,,5,31,424.85714285714283
A1,A0,100,2.0,5,2.59,2,149,429.2857142857143
A0,A1,140,3.0,3,1.67,3,45,430.0
A1,A1,50,2.0,6,,1,56,376.14285714285717
A0,A1,75,1.0,5,0.11,1,0,274.14285714285717
A0,A0,121,1.0,16,0.19,2,351,428.85714285714283
A2,A0,135,1.0,23,8.52,1,121,431.14285714285717
A4,A1,45,30.0,0,,1,365,
A1,A0,350,5.0,40,0.5,1,67,419.85714285714283
A0,A2,500,1.0,0,,1,89,
A1,A0,50,4.0,0,,1,0,
A1,A0,139,1.0,8,0.86,9,118,421.0
A1,A0,175,2.0,4,0.62,1,34,424.0
A1,A1,240,1.0,0,,1,0,
A2,,99,3.0,160,,4,299,431.57142857142856
A0,A0,150,2.0,2,0.09,1,0,339.14285714285717
A0,A0,106,7.0,2,0.94,1,3,424.85714285714283
A1,A0,140,3.0,11,0.2,1,0,234.14285714285714
A0,A0,195,4.0,128,1.76,1,278,429.7142857142857
A1,A1,55,1.0,6,,2,22,421.85714285714283
A0,A0,110,6.0,5,0.17,1,0,382.0
A2,A1,80,1.0,86,6.35,1,147,429.42857142857144
A2,A1,44,1.0,14,0.5,1,0,363.14285714285717
A0,A1,65,2.0,105,2.12,4,180,428.57142857142856
A0,A0,75,30.0,32,0.67,1,4,423.0
A1,A0,390,1.0,131,4.11,1,321,431.85714285714283
A1,A2,150,1.0,0,,1,0,
A0,A1,150,10.0,0,,2,0,
A0,A0,180,29.0,1,0.09,96,342,385.2857142857143
A1,A1,54,2.0,3,0.28,6,286,392.57142857142856
A0,A0,200,4.0,2,0.08,1,0,353.14285714285717
A0,A0,290,2.0,9,,1,41,421.85714285714283
A0,A0,145,1.0,0,,1,0,
A2,A0,65,1.0,1,0.06,2,0,359.0
A3,A1,75,2.0,71,3.0,4,358,429.7142857142857
A1,A1,80,2.0,14,2.68,2,78,431.42857142857144
A0,A0,198,2.0,161,3.21,1,252,430.7142857142857
A1,A0,120,2.0,2,0.42,2,0,412.14285714285717
A1,A0,115,4.0,9,0.36,1,50,362.2857142857143
A0,A0,150,2.0,13,0.34,1,26,426.85714285714283
A1,A0,120,15.0,3,0.16,1,0,419.14285714285717
A1,A1,50,1.0,1,,1,66,398.14285714285717
A1,A1,35,30.0,0,,9,45,
A0,A1,150,4.0,2,0.62,1,90,420.0
A1,A1,65,3.0,0,,1,68,
A0,A0,800,3.0,0,,2,0,
A1,A1,60,30.0,10,0.15,1,92,374.0
A1,A1,75,2.0,8,0.58,1,0,378.0
A0,A0,116,30.0,5,,52,311,415.0
A1,,150,3.0,12,,1,173,431.7142857142857
A2,A1,31,18.0,1,0.05,1,0,353.42857142857144
A2,A1,90,3.0,8,0.23,2,0,383.7142857142857
A1,A0,85,8.0,0,,1,10,
A1,A0,225,2.0,57,3.08,1,59,429.0
A2,A0,150,5.0,3,0.99,1,75,427.0
A1,A1,32,1.0,1,0.06,1,0,356.0
A1,A0,125,2.0,13,1.26,1,1,405.2857142857143
A1,A1,36,6.0,1,0.03,1,0,301.42857142857144
A2,A0,95,3.0,1,0.03,1,0,260.7142857142857
A1,A0,75,4.0,0,,2,177,
A0,A1,80,4.0,10,1.43,1,26,430.85714285714283
A2,A1,50,2.0,3,0.41,1,0,411.85714285714283
A0,A0,150,30.0,3,,50,180,396.14285714285717
A0,A0,195,3.0,22,1.61,2,59,429.85714285714283
A1,A0,99,3.0,208,2.89,1,206,430.14285714285717
A1,A0,90,30.0,15,0.18,1,0,330.7142857142857
A1,A0,123,7.0,0,,1,0,
A0,A0,160,3.0,20,0.5,1,0,322.0
A0,A2,55,1.0,1,0.04,1,0,322.0
A0,A1,40,4.0,1,0.02,1,0,248.71428571428572
A3,A0,70,93.0,0,,1,134,
A1,A0,85,3.0,4,0.53,1,0,412.7142857142857
A0,A0,350,1.0,0,,1,0,
A1,A0,85,15.0,0,,1,191,
A2,A0,149,3.0,19,0.56,2,291,431.85714285714283
A0,A0,100,2.0,3,0.28,2,67,429.85714285714283
A1,A1,65,2.0,0,,1,0,
A0,A0,235,30.0,0,,65,249,
A0,A2,60,1.0,0,,1,0,
A0,A0,222,2.0,94,,1,281,429.85714285714283
A1,A0,160,2.0,39,3.02,1,246,429.57142857142856
A0,A0,195,4.0,1,0.02,1,0,195.71428571428572
A0,A1,50,2.0,1,0.03,1,0,276.7142857142857
A1,,60,14.0,1,1.0,1,26,432.0
A0,A0,150,2.0,13,,1,69,423.7142857142857
A2,A1,70,4.0,3,0.29,1,0,391.0
A1,A1,40,5.0,0,,1,0,
A2,A1,34,30.0,0,,23,201,
A0,A0,190,30.0,0,,23,343,
A2,A0,170,3.0,24,2.55,1,308,431.85714285714283
,A0,249,3.0,35,0.42,1,38,426.0
A1,A1,90,1.0,1,,1,0,234.0
A0,A0,142,7.0,5,1.17,1,214,427.7142857142857
A1,A1,120,1.0,7,0.23,2,89,425.2857142857143
A2,A1,40,2.0,2,1.82,2,346,427.7142857142857
A1,A1,70,1.0,0,,1,70,
A1,A0,100,30.0,0,,1,235,
A1,A1,50,14.0,0,,2,0,
A0,A1,72,5.0,17,5.0,1,49,429.57142857142856
A0,A0,450,3.0,3,3.0,1,101,431.14285714285717
A0,A0,150,1.0,5,2.88,1,21,429.85714285714283
A0,A0,199,2.0,83,,1,37,430.85714285714283
A0,A1,47,2.0,83,4.97,2,48,431.2857142857143
A1,A0,150,31.0,1,0.64,2,281,425.57142857142856
A1,A1,60,20.0,0,,2,363,
A0,A0,250,5.0,0,,1,365,
A2,A1,90,1.0,4,0.28,1,269,382.85714285714283
,A1,73,10.0,19,0.3,1,13,421.14285714285717
A1,A0,89,30.0,2,0.39,3,295,417.85714285714283
A0,A0,232,10.0,2,,1,234,231.14285714285714
A1,A1,46,2.0,71,,2,309,429.14285714285717
A0,A0,225,30.0,0,,12,343,
A0,A0,234,1.0,27,6.69,3,51,431.57142857142856
A2,A0,165,3.0,53,2.14,1,153,431.7142857142857
A0,A0,180,30.0,0,,1,333,
A1,A0,94,6.0,4,0.57,1,11,426.85714285714283
A1,A0,200,6.0,3,0.27,1,1,385.2857142857143
A0,A1,84,2.0,3,0.07,1,0,268.7142857142857
A2,A0,130,2.0,0,,1,215,
A1,A1,49,7.0,0,,1,37,
A0,A0,120,7.0,1,,2,0,262.57142857142856
A1,A1,70,1.0,10,0.18,2,0,301.0
A0,A1,100,1.0,4,4.0,15,359,431.85714285714283
A0,A0,250,4.0,18,0.18,2,265,431.0
A0,A0,200,3.0,43,1.08,1,14,427.7142857142857
A3,A0,100,2.0,0,,1,180,
A1,A0,195,2.0,3,0.13,1,0,352.57142857142856
A1,A1,89,30.0,30,0.8,1,91,426.57142857142856
A1,,250,3.0,41,1.2,1,30,430.7142857142857
A1,A0,95,4.0,0,,1,14,
A0,A1,110,6.0,20,,2,0,353.0
A1,A1,57,1.0,10,0.22,2,0,259.42857142857144
A1,A1,225,1.0,0,,1,179,
A2,A1,45,3.0,3,0.41,1,179,400.57142857142856
A0,A1,115,1.0,162,8.68,3,312,429.85714285714283
A0,A0,300,3.0,7,3.89,1,231,431.0
A1,A1,200,3.0,5,0.18,1,0,340.85714285714283
A0,A1,65,1.0,26,1.18,1,0,371.7142857142857
A1,A1,85,28.0,14,0.5,2,0,391.7142857142857
A1,A2,24,11.0,2,0.74,12,0,422.42857142857144
A0,A0,215,30.0,0,,232,2,
A2,A1,75,1.0,59,3.99,2,162,430.7142857142857
A2,A0,79,1.0,22,0.49,1,130,420.0
A1,A1,45,4.0,118,2.34,2,269,431.7142857142857
A1,A1,109,3.0,19,1.37,3,360,430.2857142857143
A1,A1,85,2.0,146,1.78,1,46,429.85714285714283
A0,A1,40,9.0,0,,1,0,
A1,A1,55,7.0,2,0.05,1,0,248.71428571428572
A1,A1,55,2.0,24,2.32,2,347,430.0
A1,A0,93,5.0,10,1.6,1,2,431.85714285714283
A0,A0,80,2.0,2,0.37,1,189,409.7142857142857
A1,A1,45,1.0,8,5.0,1,334,431.85714285714283
A1,A1,119,2.0,82,2.06,1,0,427.0
A1,A1,55,2.0,7,,1,0,396.85714285714283
A0,A1,129,28.0,22,0.52,2,261,430.85714285714283
A0,A0,300,5.0,10,0.87,1,4,422.0
A1,A1,65,3.0,72,1.22,1,157,326.7142857142857
A1,A0,149,2.0,49,0.73,1,171,431.85714285714283
A1,A1,80,3.0,1,0.12,1,8,395.85714285714283
A1,A0,120,7.0,20,0.43,1,0,372.57142857142856
A1,A1,90,2.0,1,1.0,1,5,429.0
A1,A1,40,1.0,5,0.13,1,0,271.14285714285717
A1,A0,100,1.0,26,1.91,1,0,387.42857142857144
A2,A0,220,5.0,1,1.0,1,63,429.57142857142856
A0,A0,50,5.0,12,0.44,1,0,339.85714285714283
A1,A1,38,2.0,9,1.58,3,357,431.0
A1,A1,67,5.0,50,0.8,5,300,390.2857142857143
A1,A1,75,3.0,14,0.64,1,35,424.14285714285717
A0,A0,230,1.0,46,,1,353,423.57142857142856
A1,A0,190,1.0,12,0.93,1,9,431.14285714285717
A0,A1,55,31.0,0,,1,0,
A1,A1,41,10.0,3,0.1,1,0,385.57142857142856
A0,A1,100,3.0,80,2.26,1,112,431.14285714285717
A3,A0,77,1.0,197,2.49,1,309,429.85714285714283
A0,A1,93,2.0,7,,3,0,392.7142857142857
A0,A0,100,15.0,5,0.11,1,0,239.28571428571428
A1,A1,70,2.0,0,,1,0,
A1,A0,99,5.0,5,0.81,1,0,426.85714285714283
A1,A1,59,1.0,24,1.86,3,32,430.85714285714283
A0,A2,42,1.0,14,0.3,1,363,396.42857142857144
A0,A0,250,3.0,1,1.0,1,60,428.0
A2,A1,75,2.0,132,,1,333,430.14285714285717
A0,A0,273,3.0,13,0.6,1,116,431.57142857142856
A1,A1,55,4.0,4,0.11,1,0,291.57142857142856
A1,A1,62,1.0,55,,1,63,431.0
A1,A1,75,2.0,12,0.97,3,89,427.57142857142856
A1,A0,316,3.0,29,0.49,1,6,429.85714285714283
A1,A1,80,1.0,2,0.65,1,0,424.85714285714283
A1,A0,90,2.0,51,0.86,1,179,396.0
A0,A0,165,30.0,10,0.22,34,346,398.85714285714283
A1,A1,96,1.0,175,3.27,4,44,428.85714285714283
A1,A0,88,4.0,8,0.24,1,0,386.0
A1,A1,60,3.0,0,,1,0,
A0,A0,300,2.0,0,,2,0,
A0,A1,129,1.0,11,1.37,3,177,429.42857142857144
A2,A1,90,1.0,2,0.14,4,84,414.14285714285717
A2,A1,100,1.0,13,0.51,2,0,425.0
A0,,275,2.0,27,2.87,1,29,430.14285714285717
A0,A0,300,2.0,7,0.21,1,0,331.7142857142857
A0,A1,99,1.0,83,3.36,3,157,430.14285714285717
A2,A0,75,3.0,1,0.03,1,0,283.2857142857143
A0,A1,55,5.0,4,0.07,1,218,281.57142857142856
A1,A0,99,2.0,68,2.51,6,125,408.85714285714283
A1,A2,60,1.0,2,0.17,1,342,380.85714285714283
A0,A1,45,6.0,2,0.17,1,0,413.85714285714283
A0,A0,125,2.0,7,0.15,1,0,249.71428571428572
A1,A0,41,3.0,1,0.05,1,0,353.0
